C:\GCMS2 DATA\ILYA\Danica project\Danica Scan Sample 20 .D Wed Nov 26 11:27:07 2025
Start of data points
5.10170	5.843112E+07
5.10902	5.754652E+07
5.11633	5.681916E+07
5.12367	5.623974E+07
5.13098	5.58041E+07
5.13830	5.548691E+07
5.14563	5.522862E+07
5.15295	5.499852E+07
5.16027	5.479568E+07
5.16760	5.465944E+07
5.17492	5.45777E+07
5.18223	5.451505E+07
5.18955	5.446285E+07
5.19688	5.444409E+07
5.20420	5.444043E+07
5.21152	5.44236E+07
5.21885	5.438962E+07
5.22617	5.435247E+07
5.23348	5.432059E+07
5.24082	5.428365E+07
5.24813	5.423536E+07
5.25545	5.419796E+07
5.26278	5.416614E+07
5.27010	5.411893E+07
5.27742	5.40489E+07
5.28475	5.40006E+07
5.29207	5.397284E+07
5.29938	5.395432E+07
5.30672	5.389995E+07
5.31403	5.379822E+07
5.32135	5.3696E+07
5.32868	5.363869E+07
5.33600	5.361694E+07
5.34332	5.359516E+07
5.35065	5.354955E+07
5.35797	5.348431E+07
5.36528	5.340563E+07
5.37262	5.33065E+07
5.37993	5.32034E+07
5.38725	5.310296E+07
5.39458	5.299337E+07
5.40190	5.284674E+07
5.40922	5.264315E+07
5.41655	5.237581E+07
5.42387	5.20349E+07
5.43118	5.161899E+07
5.43850	5.112682E+07
5.44583	5.054634E+07
5.45315	4.991095E+07
5.46047	4.928936E+07
5.46780	4.867793E+07
5.47512	4.808994E+07
5.48243	4.756086E+07
5.48977	4.710144E+07
5.49708	4.667506E+07
5.50440	4.625677E+07
5.51173	4.587349E+07
5.51905	4.543674E+07
5.52637	4.512129E+07
5.53370	4.483519E+07
5.54102	4.324894E+07
5.54833	4.297648E+07
5.55567	4.269209E+07
5.56298	4.237128E+07
5.57030	4.212566E+07
5.57763	4.190693E+07
5.58495	4.171178E+07
5.59227	4.155593E+07
5.59960	4.141283E+07
5.60692	4.132949E+07
5.61423	4.120693E+07
5.62157	4.101056E+07
5.62888	4.065808E+07
5.63620	4.059134E+07
5.64353	4.054152E+07
5.65085	4.04539E+07
5.65817	4.042533E+07
5.66550	4.04049E+07
5.67282	4.036536E+07
5.68013	4.035706E+07
5.68747	4.033784E+07
5.69478	4.030529E+07
5.70210	4.025639E+07
5.70942	4.021549E+07
5.71675	4.019139E+07
5.72407	4.016204E+07
5.73138	4.013928E+07
5.73872	4.010345E+07
5.74603	4.00689E+07
5.75335	4.003065E+07
5.76068	4.002625E+07
5.76800	4.000451E+07
5.77532	3.99827E+07
5.78265	3.993605E+07
5.78997	3.989804E+07
5.79728	3.986723E+07
5.80462	3.966408E+07
5.81193	3.965782E+07
5.81925	3.963864E+07
5.82658	3.959371E+07
5.83390	3.955128E+07
5.84122	3.968433E+07
5.84855	3.963683E+07
5.85587	3.9471E+07
5.86318	3.94556E+07
5.87052	3.945106E+07
