C:\GCMS2 DATA\ILYA\Danica project\Danica Scan Sample 12 .D Wed Nov 26 03:37:53 2025
Start of data points
5.10198,5.5646E+07
5.10930,5.483073E+07
5.11662,5.41524E+07
5.12395,5.359415E+07
5.13127,5.313938E+07
5.13858,5.277594E+07
5.14592,5.24953E+07
5.15323,5.227674E+07
5.16055,5.210892E+07
5.16788,5.198476E+07
5.17520,5.188761E+07
5.18252,5.181924E+07
5.18985,5.180334E+07
5.19717,5.179143E+07
5.20448,5.175912E+07
5.21182,5.169269E+07
5.21913,5.162196E+07
5.22645,5.153889E+07
5.23378,5.146813E+07
5.24110,5.14204E+07
5.24842,5.138961E+07
5.25575,5.137296E+07
5.26307,5.136398E+07
5.27038,5.134091E+07
5.27772,5.130172E+07
5.28503,5.12527E+07
5.29235,5.120918E+07
5.29968,5.117553E+07
5.30700,5.11323E+07
5.31432,5.107391E+07
5.32163,5.102652E+07
5.32897,5.100326E+07
5.33628,5.098124E+07
5.34360,5.091786E+07
5.35093,5.083575E+07
5.35825,5.07552E+07
5.36557,5.06648E+07
5.37290,5.054759E+07
5.38022,5.04057E+07
5.38753,5.020309E+07
5.39487,4.991648E+07
5.40218,4.953369E+07
5.40950,4.907742E+07
5.41683,4.858046E+07
5.42415,4.805068E+07
5.43147,4.750021E+07
5.43880,4.694161E+07
5.44612,4.636992E+07
5.45343,4.579656E+07
5.46077,4.521476E+07
5.46808,4.466753E+07
5.47540,4.41399E+07
5.48273,4.355624E+07
5.49005,4.30945E+07
5.49737,4.266818E+07
5.50470,4.235149E+07
5.51202,4.199226E+07
5.51933,4.168747E+07
5.52667,4.133224E+07
5.53398,4.109016E+07
5.54130,4.085761E+07
5.54863,4.065194E+07
5.55595,4.046235E+07
5.56327,3.900835E+07
5.57058,3.884063E+07
5.57792,3.869689E+07
5.58523,3.856509E+07
5.59255,3.846186E+07
5.59988,3.837722E+07
5.60720,3.80313E+07
5.61452,3.797738E+07
5.62185,3.791374E+07
5.62917,3.781249E+07
5.63648,3.776664E+07
5.64382,3.766505E+07
5.65113,3.756412E+07
5.65845,3.751544E+07
5.66578,3.748908E+07
5.67310,3.7486E+07
5.68042,3.739997E+07
5.68775,3.734561E+07
5.69507,3.729416E+07
5.70238,3.724799E+07
5.70972,3.720618E+07
5.71703,3.715632E+07
5.72435,3.711974E+07
5.73168,3.708755E+07
5.73900,3.703652E+07
5.74632,3.698727E+07
5.75365,3.693739E+07
5.76097,3.690108E+07
5.76828,3.686606E+07
5.77562,3.685539E+07
5.78293,3.684864E+07
5.79025,3.683718E+07
5.79758,3.679411E+07
5.80490,3.67784E+07
5.81222,3.673113E+07
5.81955,3.676258E+07
