C:\GCMS2 DATA\ILYA\Danica project\Danica SIM Sample 14.D Thu Nov 27 08:47:04 2025
Start of data points
9.09717	3033
9.10205	2963
9.10692	2936
9.11180	2928
9.11668	2938
9.12157	2997
9.12643	3124
9.13132	3305
9.13620	3512
9.14107	3702
9.14595	3829
9.15083	3881
9.15570	3868
9.16058	3790
9.16547	3656
9.17035	3507
9.17522	3365
9.18010	3233
9.18498	3111
9.18985	2995
9.19473	2889
9.19962	2815
9.20450	2794
9.20937	2821
9.21425	2898
9.21913	3049
9.22400	3315
9.22888	3708
9.23377	4171
9.23865	4588
9.24352	4854
9.24840	4917
9.25328	4786
9.25815	4518
9.26303	4204
9.26792	3915
9.27280	3666
9.27767	3449
9.28255	3252
9.28743	3061
9.29230	2887
9.29718	2760
9.30207	2679
9.30695	2630
9.31182	2622
9.31670	2667
9.32158	2749
9.32645	2828
9.33133	2883
9.33622	2938
9.34110	3002
9.34597	3062
9.35085	3120
9.35573	3201
9.36060	3333
9.36548	3528
9.37037	3773
9.37525	4034
9.38012	4234
9.38500	4258
9.38988	4072
9.39475	3773
9.39963	3451
9.40452	3137
9.40940	2883
9.41427	2744
9.41915	2700
9.42403	2690
9.42890	2689
9.43378	2707
9.43867	2725
9.44355	2710
9.44842	2677
9.45330	2669
9.45818	2724
9.46305	2883
9.46793	3194
9.47282	3686
9.47770	4325
9.48257	4980
9.48745	5474
9.49233	5674
9.49720	5517
9.50208	5023
9.50697	4352
9.51183	3717
9.51672	3253
9.52160	3030
9.52648	3173
9.53135	3957
9.53623	5862
9.54112	9555
9.54598	15874
9.55087	25725
9.55575	39828
9.56063	58702
9.56550	83080
9.57038	114356
9.57527	154605
9.58013	205640
9.58502	267161
9.58990	335545
9.59478	403379
9.59965	457685
9.60453	478340
9.60942	444833
9.61428	354670
9.61917	235430
9.62405	128581
9.62893	58825
9.63380	24073
9.63868	10074
9.64357	5239
9.64843	3779
9.65332	3410
9.65820	3363
9.66308	3404
9.66795	3449
9.67283	3487
9.67772	3545
9.68258	3623
9.68747	3699
9.69235	3772
9.69723	3828
9.70210	3823
9.70698	3734
9.71187	3572
9.71673	3364
9.72162	3170
9.72650	3020
9.73138	2888
9.73625	2767
9.74113	2674
9.74602	2606
9.75088	2557
9.75577	2522
9.76065	2501
9.76553	2514
9.77040	2565
9.77528	2632
9.78017	2693
9.78503	2745
9.78992	2794
9.79480	2835
9.79968	2859
9.80455	2872
9.80943	2877
9.81432	2867
9.81918	2847
9.82407	2829
9.82895	2817
9.83383	2803
9.83870	2787
9.84358	2780
9.84847	2785
9.85333	2777
9.85822	2743
9.86310	2704
9.86797	2672
9.87285	2646
9.87773	2645
9.88262	2693
9.88748	2810
9.89237	3038
9.89725	3412
9.90212	3921
9.90700	4505
9.91188	5090
9.91677	5620
9.92163	6110
9.92652	6626
9.93140	7192
9.93627	7738
9.94115	8116
9.94603	8159
9.95092	7740
9.95578	6882
9.96067	5784
9.96555	4719
9.97042	3876
9.97530	3356
9.98018	3215
9.98507	3438
9.98993	3925
9.99482	4520
9.99970	5043
10.00457	5348
10.00945	5352
10.01433	5066
10.01922	4629
10.02408	4246
10.02897	4071
10.03385	4191
10.03872	4673
10.04360	5568
10.04848	6941
10.05337	8929
10.05823	11725
10.06312	15463
10.06800	20101
10.07287	25394
10.07775	30872
10.08263	35741
10.08752	38892
10.09238	39306
10.09727	36675
10.10215	31584
10.10702	25219
10.11190	18932
10.11678	13754
10.12167	10075
10.12653	7757
10.13142	6415
10.13630	5623
10.14117	5045
10.14605	4519
10.15093	4022
10.15582	3594
10.16068	3271
10.16557	3048
10.17045	2889
10.17532	2787
10.18020	2734
10.18508	2716
10.18997	2727
10.19483	2749
10.19972	2763
10.20460	2785
10.20947	2828
10.21435	2879
10.21923	2933
10.22410	2992
10.22898	3045
10.23387	3074
10.23875	3079
10.24362	3076
10.24850	3073
10.25338	3066
10.25825	3069
10.26313	3114
10.26802	3227
10.27290	3407
10.27777	3644
10.28265	3947
10.28753	4330
10.29240	4794
10.29728	5301
10.30217	5784
10.30705	6172
10.31192	6416
10.31680	6494
10.32168	6394
10.32655	6156
10.33143	5856
10.33632	5550
10.34120	5292
10.34607	5116
10.35095	4990
10.35583	4874
10.36070	4764
10.36558	4671
10.37047	4607
10.37535	4582
10.38022	4618
10.38510	4739
10.38998	4942
10.39485	5204
10.39973	5495
10.40462	5765
10.40950	5959
10.41437	6041
10.41925	6015
10.42413	5930
10.42900	5849
10.43388	5841
10.43877	5983
10.44365	6332
10.44852	6949
10.45340	8003
10.45828	9936
10.46315	13711
10.46803	21217
10.47292	35906
10.47780	63397
10.48267	111065
10.48755	185016
10.49243	285546
10.49730	404142
10.50218	523119
10.50707	617870
