C:\GCMS2 DATA\ILYA\Danica project\Danica SIM Sample 17.D Thu Nov 27 11:43:04 2025
Start of data points
9.09717	4040
9.10205	3938
9.10693	3835
9.11180	3752
9.11668	3724
9.12157	3741
9.12645	3789
9.13132	3884
9.13620	4025
9.14108	4183
9.14595	4342
9.15083	4482
9.15572	4562
9.16060	4552
9.16547	4456
9.17035	4275
9.17523	4028
9.18010	3768
9.18498	3545
9.18987	3374
9.19475	3240
9.19962	3122
9.20450	3035
9.20938	3000
9.21425	3004
9.21913	3044
9.22402	3154
9.22890	3365
9.23377	3700
9.23865	4134
9.24353	4567
9.24840	4871
9.25328	4981
9.25817	4914
9.26305	4708
9.26792	4409
9.27280	4083
9.27768	3795
9.28255	3563
9.28743	3360
9.29232	3158
9.29720	2965
9.30207	2814
9.30695	2728
9.31183	2706
9.31670	2718
9.32158	2743
9.32647	2778
9.33135	2822
9.33622	2870
9.34110	2933
9.34598	3004
9.35085	3062
9.35573	3113
9.36062	3183
9.36550	3291
9.37037	3432
9.37525	3605
9.38013	3812
9.38500	4016
9.38988	4122
9.39477	4060
9.39965	3847
9.40452	3548
9.40940	3233
9.41428	2977
9.41915	2818
9.42403	2749
9.42892	2745
9.43380	2779
9.43867	2809
9.44355	2806
9.44843	2776
9.45330	2738
9.45818	2714
9.46307	2732
9.46793	2848
9.47282	3126
9.47770	3584
9.48258	4152
9.48745	4713
9.49233	5147
9.49722	5317
9.50208	5144
9.50697	4693
9.51185	4109
9.51673	3539
9.52160	3121
9.52648	2951
9.53137	3138
9.53623	3922
9.54112	5768
9.54600	9417
9.55088	15797
9.55575	25767
9.56063	39892
9.56552	58386
9.57038	81643
9.57527	110834
9.58015	147647
9.58503	193559
9.58990	248930
9.59478	311597
9.59967	375560
9.60453	429424
9.60942	454674
9.61430	430873
9.61918	352568
9.62405	242111
9.62893	137646
9.63382	65542
9.63868	27598
9.64357	11578
9.64845	5843
9.65333	4070
9.65820	3614
9.66308	3544
9.66797	3576
9.67283	3615
9.67772	3617
9.68260	3597
9.68748	3597
9.69235	3639
9.69723	3712
9.70212	3775
9.70698	3795
9.71187	3758
9.71675	3665
9.72163	3535
9.72650	3388
9.73138	3244
9.73627	3129
9.74113	3055
9.74602	2983
9.75090	2890
9.75578	2803
9.76065	2755
9.76553	2738
9.77042	2727
9.77528	2712
9.78017	2696
9.78505	2695
9.78993	2721
9.79480	2765
9.79968	2799
9.80457	2820
9.80943	2836
9.81432	2837
9.81920	2819
9.82408	2803
9.82895	2806
9.83383	2812
9.83872	2802
9.84358	2774
9.84847	2747
9.85335	2724
9.85822	2696
9.86310	2654
9.86798	2611
9.87287	2586
9.87773	2580
9.88262	2596
9.88750	2659
9.89237	2806
9.89725	3079
9.90213	3511
9.90702	4079
9.91188	4707
9.91677	5315
9.92165	5874
9.92652	6390
9.93140	6876
9.93628	7399
9.94117	8018
9.94603	8605
9.95092	8844
9.95580	8493
9.96067	7589
9.96555	6375
9.97043	5144
9.97532	4149
9.98018	3531
9.98507	3315
9.98995	3466
9.99482	3900
9.99970	4466
